num,category,news
68,7,"2020 도쿄올림픽의 대미를 장식할 경기 종목은 남자 마라톤 도쿄 올림픽 마지막 날인 8월 8일 오전 7시 일본 삿포로에서 열리는 남자 마라톤에 출전하는 한국 대표는 오주한(33,청양군청) 선수다... .. .. ..이날 레이스에서 제2의 조국 한국에 반드시 메달을 안기겠다는 목표를 가진 오주한 선수는 현재 케냐 엘도렛 캅타킷 해발 2,300m 고지에서.."
69,7,"염소, 역대 가장 위대한 선수 의미 .. ..트위터 공개에 바일스 공유 화답 .. .. .. ..트위터가 여자체조 ..‘슈퍼스타’ 시몬 바일스(24·미국)의 도쿄올림픽 6관왕을 기원하는 이모티콘(사진)을 제작했다... 트위터는 도쿄올림픽 개막을 하루 앞둔 22일 해시태그(#SimoneBiles)와 함께 바일스를 위해 만든 이모티콘을 공개했다... 체조복.."
70,7,"우여곡절 끝에 ..‘2020 도쿄올림픽’이 23일 일본 도쿄 신주쿠국립경기장에서 개막해 17일간의 열전에 들어간다... 전 세계를 강타한 코로나19 대유행 후폭풍으로 도쿄올림픽에는 여러 수식어가 따라붙는다... 역사상 최초로 1년 연기된 지각올림픽, 전염병 창궐 속에 열리는 ..‘팬데믹 올림픽’, 사상 첫 무관중 대회 등이다... 대회의 시작을 알리는 .."
71,2,대형 전광판에는 대회 개막을 알리는 카운트다운이 시작됐다... 관중의 열띤 함성이나 연호는 없었다... 텅 빈 관중석에는 침묵이 흐르기도 했다... 간간이 박수 소리가 흘러나왔다... 차분하고 진지한 분위기 속에 지구촌 최고의 스포츠 축제가 막을 올렸다... .. .. .. .. ..● 차분하게 막을 올린 첫 무관중 올림픽 .. .. .. .. 신종 코..
72,2,MBC가 23일 2020 도쿄올림픽 개막식을 생중계하면서 각국 선수단을 소개하는 자료 화면에 부적절한 사진을 사용했다는 논란이 일고 있다... .. .. .. ..MBC는 이날 일본 도쿄 신주쿠 국립경기장에서 열린 개막식을 생중계하면서 각 국가 대표팀이 입장할 때마다 자료 사진을 사용했다... .. .. .. ..MBC는 우크라이나 선수단이 입장할 때 ..
73,5,[앵커] .. .. 일부 경기를 시작으로 도쿄 올림픽이 열리고 있는 일본에서는 도쿄뿐만 아니라 수도권 인접 지역에도 코로나19 신규 확진자가 급증하고 있습니다. .. .. ..[리포트] .. .. 일본 도쿄의 한 코로나19 검사소. .. .. 내방객이 폭주하면서 이번 주 들어서는 적어도 3일 전에 예약해야 검사를 받을 수 있습니다. .. .. 최근 도쿄..
74,5,[앵커] .. .. 일부 경기를 시작으로 도쿄 올림픽이 열리고 있는 일본에서는 도쿄뿐만 아니라 수도권 인접 지역에도 코로나19 신규 확진자가 급증하고 있습니다. .. .. ..[리포트] .. .. 일본 도쿄의 한 코로나19 검사소. .. .. 내방객이 폭주하면서 이번 주 들어서는 적어도 3일 전에 예약해야 검사를 받을 수 있습니다. .. .. 최근 도쿄..
75,7,[앵커] .. .. 도쿄 올림픽 개막이 오늘로 다가왔지만 개막식 연출가가 어제 해임되는 등 기대보단 우려가 커지고 있습니다. .. .. 이런 어수선한 상황 속에서도 우리 선수단은 흔들림 없이 준비를 마쳤습니다. .. .. 대한민국 선수단의 골든데이는 초반에 집중돼 있습니다. .. .. 문영규 기자의 보도입니다. .. .. ..[리포트] .. .. ..'..
76,7,"[앵커] .. .. 도쿄 올림픽 개막이 오늘로 다가왔지만, 개막식 연출가가 어제 해임되는 등 기대보단 우려가 커지고 있습니다. .. .. 이런 어수선한 상황 속에서도 우리 선수단은 흔들림 없이 준비를 마쳤습니다. .. .. 대한민국 선수단의 골든데이는 초반에 집중돼 있습니다. .. .. 문영규 기자의 보도입니다. .. .. ..[리포트] .. .. .."
77,7,"마스크를 벗고, 거리두기를 지키지 않는 선수들[사진=연합뉴스 제공] .. .. .. .. .. ..올림픽이 5년 만에 돌아왔다... 전 세계적인 신종 코로나바이러스 감염증(코로나19) 범유행으로 지난해에 열렸어야 할 2020 도쿄 올림픽(이하 도쿄 올림픽)이 이날 개회식으로 대장정의 시작을 알렸다... .. .. .. ..제32회 도쿄 올림픽 개회식이 .."
78,2,스가 요시히데 일본 총리가 미국에 아부성 발언을 쏟아내 이목을 끌고 있다... .. .. .. ..22일(현지시간) 보도된 미국 NBC방송과의 인터뷰에서 스가 총리는 ..일본에 있어 진정한 동맹국은 미국뿐이라고 밝혔다... 미국 말고 다른 나라는 동맹으로 취급하지도 않는다는 의미로 해석된다... .. .. .. ..스가 총리는 지난 4월 외국 정상급..
79,7,"도쿄올림픽 개회식 선수단 입장은 일본어 가타카나 순으로 진행됐다... 올림픽 전통대로 가장 먼저 그리스가 나섰고, 이어 난민 대표팀이 등장했다... .. .. .. ..한국 선수단은 103번째로 입장했다... 전체 206국 중 한가운데 순서... 김연경(33·배구)과 황선우(18·수영)가 큼지막한 태극기를 함께 들었다... 총 355명(선수 233명, .."
80,2,MBC가 23일 2020 도쿄올림픽 개막식 생중계를 하면서 우크라이나를 소개할 때 구 소련 체르노빌 원자력 발전소 사고 사진을 쓰는 대형 방송사고를 냈다... 국제적 행사에서 최악의 방사선 누출 사고로 불리는 사건을 떠올리게 하는 사진을 써 외교적 결례를 범했다는 비판이 나온다. ..사고는 우크라이나 선수단 소개 장면에서 벌어졌다... 선수단 입장시 화..
81,#VALUE!,"23일 막을 연 도쿄올림픽은 대회 유치 당시 일본이 꿈꿨던 모습과는 차이가 크다... 2013년 올림픽 개최지로 선정됐을 때 일본 정부는 사상 최대 규모 올림픽, 사상 최고의 경제 효과를 자신했다... 2015년 일본은행은 올림픽 개최 효과로 2014~2020년 실질 국내총생산(GDP)이 25조~30조엔(약 261조~313조원) 늘어날 것으로 전망했다..."
82,7,스포츠 종목 협회장을 맡고 있는 대기업 총수들이 도쿄올림픽에 출전한 선수를 격려하기 위해 억대 포상금을 약속하는 등 ..‘통 큰 후원’을 이어가고 있다... .. .. .. ..23일 경제계에 따르면 대한자전거연맹 회장을 맡고 있는 구자열 LS그룹 회장은 사비를 털어 선수와 지도자에게 포상금을 지급할 예정이다... 자전거연맹은 메달 획득 여부나 종류에 ..
83,7,"오는 29일 시작하는 2020 도쿄올림픽 골프 종목 경기에선 브랜드들의 보이지 않는 기싸움이 펼쳐질 전망이다... 한국의 코오롱, 일본의 데상트, 독일의 아디다스가 각각 메달 획득이 유력한 한국과 일본, 미국의 유니폼 제작을 맡았기 때문이다... .. .. .. ..23일(한국시간) 미국 골프위크에 따르면 미국 골프 대표팀은 2016년 리우 대회에 이어.."
84,2,우크라이나 민족주의를 일으키며 독립으로 이어지는 연결 고리가 된 참사(▶기사보기 ..: 체르노빌 히스토리)라 그랬을까? 그저 반핵과 탈원전의 메시지를 전하려 했을까? MBC가 우크라이나 선수단을 소개할 때 체르노빌 참사 사진을 썼다... 사회관계망서비스(SNS)에선 비판 글이 잇따랐다... .. .. ..MBC는 23일 2020 도쿄올림픽 개막식 중계 ..
85,7,"코로나19 대유행으로 개최가 1년 미뤄진 도쿄 올림픽이 ..'감동으로 하나 되다'라는 주제로, 오늘 저녁 8시 일본 도쿄 올림픽 스타디움에서 공식 개막합니다. .. ..도쿄 올림픽에는 총 205개 팀, 1만 1천 명의 선수가 참가해 8월 8일까지 33개 정식 종목, 339개 세부 경기가 펼쳐지지만, 전체 경기의 96%가 무관중으로 진행될 예정입니다. .."
86,7,신한은행은 도쿄올림픽 야구 국가대표팀 선전을 기원하며 메타버스 구장 ..'신한 SOL 베이스볼 파크'에서 팬 참여 이벤트를 시행한다고 밝혔습니다. .. ..신한은행은 올림픽 야구 국가대표팀 평가전을 직접 관전하며 응원을 할 수 없는 팬을 위해 자체 플랫폼에 메타버스 야구장을 오픈하고 야구 팬 2만 명을 초대합니다. .. ..이번 이벤트는 LG 트윈스와의..
87,2,개막식장 앞 붐비는 시민들 2020 도쿄올림픽이 개막한 23일 개회식이 열리는 도쿄국립경기장 앞이 시민들로 붐비고 있다... 도쿄=허정호 선임기자 일본 국민은 23일 전염병 긴급사태 발령 와중에 올림픽이 개막하는 사상초유의 사태를 착잡한 심경으로 지켜보는 분위기다... .. .. .. .. NHK 집계에 따르면 대회를 하루 앞둔 22일에도 일본의 코로나..
88,7,"무더위에 러시아 양궁 선수 실신 .. .. ..23일 오전 일본 도쿄의 유메노시마공원 양궁장에서 열린 양궁 여자 랭킹라운드 경기 도중 러시아 선수 스베틀라나 곰보에바(23)가 무더위때문에 실신했다... 곰보에바는 72발을 다 쏜 뒤 점수를 확인하다가 갑자기 의식을 잃었다... 러시아 의료진과 대표팀 동료들이 얼음주머니로 열을 식혔고, 다행히 곰보에바는 .."
89,7,이정은(25)의 샷이 매섭다... .. ..미국여자프로골프(LPGA) 투어 시즌 네 번째 메이저대회인 아문디 에비앙 챔피언십(총상금 450만달러) 첫날에도 이정은의 샷은 뜨거웠다. ..이정은은 23일(한국시간) 프랑스 에비앙레뱅의 에비앙 리조트 골프클럽(파71)에서 열린 대회 1라운드에서 5언더파 66타를 쳐 공동 3위에 올랐다. ..6언더파 65타를 ..
90,7,한국 여자 양궁 대표팀이 한국 양궁의 도쿄올림픽 ..'전관왕' 첫 단추를 꿰며 힘차게 출발했다... .. .. .. .. 여자 대표팀의 막내 안산(광주여대)은 23일 일본 도쿄 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 개인 예선 랭킹라운드(순위결정전)에서 72발 합계 680점을 쏴 64명의 출전선수 중 1위로 본선에 올랐다... .. .. .. ..
91,7,2020 도쿄올림픽 개막일인 23일 일본 도쿄 신주쿠 국립경기장 주변에 설치된 올림픽조형이 시민들로 붐비고 있다... 뉴스1 2020 도쿄올림픽 개최 당일인 23일 올림픽 관계자들의 코로나19 감염이 집계 이후 최대 수준으로 늘어났다... .. .. .. .. 이날 교도통신 등에 따르면 도쿄올림픽·패럴림픽 조직위원회(조직위)는 해외 입국 선수 3명을 포..
92,7,무더위 속 개막한 도쿄올림픽 양궁 경기장에서 한 선수가 잠시 의식을 잃고 쓰러지는 일이 발생했다... .. .. .. ..23일 오전 러시아 양궁 선수 스베틀라나 곰보에바(23)가 일본 도쿄의 유메노시마공원 양궁장에서 열린 대회 여자 양궁 랭킹라운드 경기 중 일시적으로 의식을 잃었다... .. .. .. ..곰보에바는 72발을 다 쏜 뒤 점수를 확인하다..
93,7,축구 국가대표 이동경(울산 현대) 선수가 23일 2020 도쿄올림픽 남자축구 조별리그 뉴질랜드전 패배 후 상대팀 선수의 악수를 거부하면서 불거진 ..'비매너 논란'에 대해 입장을 밝혔다. ..이동경은 23일 대한축구협회를 통해 ..이렇게까지 문제가 될 줄 알았다면 보다 이성적으로 대응했어야 했다며 ..내 입장에선 팀이 졌는데 웃으면서 거절할 수도 ..
94,7,■ 오후 8시 개막 ..‘불안한 올림픽’ .. .. .. .. ..총연출 해임에 행사 차질 우려 .. .. ..도쿄 신규확진 1979명 확산세 .. .. ..잇단 정치적 압력 폭로 어수선 .. .. .. .. ..JOC 관계자도 ..“끔찍한 개회식” .. .. .. .. ..男 황선우·女 김연경을 기수로 .. .. ..韓선수단 30명 103번째 입장 ..
95,7,23일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 개인전 랭킹라운드에서 1위를 차지한 안산이 과녁 앞에서 포즈를 취하고 있다... ..[사진=연합뉴스 제공] .. .. .. .. .. ..한국 여자 양궁 대표팀의 막내 안산(20·광주여대)이 올림픽 양궁 사상 첫 3관왕이라는 꿈을 정조준했다.? .. .. .. ..안산은 23일 일본 도쿄 유메..
96,2,자가격리를 해제하고 일본 도쿄에서 올림픽 분산 개최지인 지바로 이동한 23일... 도쿄 메인프레스센터 인근 미디어 환승 터미널에서 지바행 40인승 버스에 탑승한 사람은 러시아 기자 1명까지 둘뿐이었다... 50분가량을 달린 버스 안에서 멀리 떨어져 앉은 러시아 기자가 마스크를 쓴 채 영어로 말을 걸어왔다... 첫 마디부터가 도쿄올림픽의 코로나19 방역 ..
97,7,"개인적으로 ..‘3연속 올림픽 메달’ 도전은 무산됐다... 월드컵에서 획득한 50m 소총 3자세 도쿄올림픽 쿼터가, 대표 선발전을 통해 ..(김)상도에게 돌아갔다... 하지만 같은팀(KT) 동료이자 나와 가장 친한 상도, 그리고 우리 사격대표팀을 응원하고 있다... .. .. .. .. 난 최근까지 충북 진천선수촌에서 파트너 선수로 대표팀을 도왔다..."
98,7,도쿄올림픽 개최국인 일본 내에서 올림픽 정식 종목인 태권도 경기 시청이 불가능할 것으로 보인다... 일본 방송사들이 편성계획을 잡지 않았기 때문이다... .. .. .. .. 23일 공영 NHK와 민방올림픽공식사이트 등에 따르면 이번 올림픽 기간 중 ..'2020도쿄올림픽 TV 편성'에 태권도 경기 중계를 계획한 방송사는 전무한 것으로 나타났다... N..
99,7,23일 개막한 ..'2020 도쿄올림픽'이 무지갯빛으로 물든다... 다양한 성 정체성을 지닌 160여 명의 성소수자 선수들이 출전하면서다... 역대 최다 규모다... .. .. .. ..로이터통신은 22일(현지시간) ..LGBTQ(동성애자·양성애자·성전환자 등 성소수자) 선수 160명 이상이 도쿄올림픽 2020에 출전할 예정이라며 ..이번 올림픽은..
100,7,김효주(롯데)가 도쿄올림픽 전초전 격인 에비앙 챔피언십에서 순조로운 스타트를 끊었다. ..김효주는 23일(한국시간) 프랑스 에비앙 레뱅의 에비앙 리조트 골프클럽(파71)에서 열린 미국여자프로골프(LPGA)투어 시즌 네 번째 메이저대회 에비앙 챔피언십 첫날 1라운드에서 보기 2개에 버디 6개를 묶어 4언더파 67타를 쳤다... 6언더파 65타로 공동 선두..
101,2,"도쿄올림픽이 개막도 하기 전에 골판지 침대로 뭇매를 맞고 있다... 선수들이 편하고 안전하게 쉬어야 할 공간과 맞지 않은 데다, 시대에 뒤떨어진 물품이란 지적이 나오며 조롱거리가 됐다... 해외 선수들도 잇따라 골판지 침대 인증 사진을 올릴 정도다... .. ..그런데 국내 누리꾼들이 안전한지 의심되는 시설물이 경기장에서도 쓰였다고 지적했다... 22일.."
